dropoff_longitude,dropoff_latitude
-73.994229,40.720716
-74.002905,40.732571
-73.960278,40.773035
-73.973826,40.791455
-73.99090099999998,40.733664
-74.01618399999998,40.715023
-73.96965199999998,40.76613
-73.986531,40.762405
-73.99346799999998,40.74182
-73.99448599999998,40.728665
-73.87118599999998,40.774239
-73.98107299999998,40.739665
-73.97781999999998,40.791418
-73.98187799999998,40.724653
-73.98335799999998,40.738837
-73.95097099999998,40.777424
-73.940527,40.843807
-73.947012,40.698774
-73.98996099999998,40.757023
-73.979935,40.740005
0.0,0.0
-73.94843199999998,40.789324
-73.98917899999998,40.737667
-73.995914,40.734644
-73.985118,40.718872
-73.98995399999998,40.758443
-73.948665,40.744341
-73.936704,40.850376
-73.997613,40.762197
-73.990688,40.748685
-73.976011,40.791362
-73.954237,40.785113
-73.968395,40.767612
-73.95989,40.771091
-73.96116,40.765263
-73.99777299999998,40.733714
-73.990492,40.775306
-73.904804,40.745237
-73.974962,40.756037
-73.98436499999998,40.724999
-74.01035799999998,40.722788
-73.988577,40.739361
-73.969802,40.758346
-73.988347,40.769136
-73.99143599999998,40.731907
-73.960475,40.77139
-73.99370299999998,40.7272
-73.99236999999998,40.749058
-73.959288,40.771574
-73.991045,40.75115
-73.990971,40.750861
-73.99366,40.686972
-73.957402,40.81307
-73.977665,40.787216
-73.986607,40.750231
-73.973714,40.789676
-74.010222,40.719874
-73.987328,40.726907
-73.99154799999998,40.749003
0.0,0.0
-73.93375299999998,40.795375
-74.014902,40.718104
-73.970162,40.785704
-73.96776099999998,40.752897
-73.952472,40.772592
-74.009635,40.70518
-74.001113,40.746429
-73.97019899999998,40.79277
-73.96319099999998,40.685293
-73.99113199999998,40.749384
-73.95740999999998,40.774408
-73.96487999999998,40.763167
-73.96543699999998,40.760026
-73.97065499999998,40.794204
-73.990429,40.731448
-73.97887799999998,40.740668
-73.97216199999998,40.676724
-73.974084,40.792243
-73.975779,40.760112
-73.980688,40.730809
-73.94615,40.773005
-73.968609,40.7621
-73.990691,40.75154
-73.992242,40.731479
-74.007259,40.738161
-74.005763,40.745209
-73.99034899999998,40.775599
-73.94897,40.811077
-73.946224,40.774382
-73.96482899999998,40.801835
-74.00253999999998,40.730468
-73.971879,40.794905
-73.859886,40.722903
-73.94451999999998,40.779782
-73.98631799999998,40.746397
-73.959083,40.774328
-73.99951699999998,40.748797
-74.00869899999998,40.731434
-73.992219,40.764323
-74.005863,40.748508
-73.976594,40.759431
-73.785447,40.687124
-73.948507,40.776093
-73.99635999999998,40.744351
-73.97095199999998,40.761906
-73.997742,40.753927
-73.981987,40.775194
-73.933957,40.698276
-74.006217,40.710794
-74.000336,40.72245
-73.987808,40.729405
-74.00059,40.687514
-73.98652199999998,40.771817
-73.97430199999998,40.755373
-74.003763,40.732193
-73.97757799999998,40.75525
-73.99821699999998,40.735733
-73.993368,40.760422
-74.01034699999998,40.703949
-73.997473,40.722492
-73.96429,40.756402
0.0,0.0
-73.977446,40.742574
-73.99173399999998,40.729838
0.0,0.0
-73.984801,40.760936
-74.00158299999998,40.734888
-73.98602099999998,40.758714
-73.966479,40.764842
-73.98802399999998,40.754002
-73.965528,40.803727
-74.005042,40.707393
-73.833056,40.714235
-73.97252899999998,40.743474
-73.95111,40.782835
-73.97812299999998,40.726509
-73.966198,40.753738
-74.006128,40.741338
-73.982439,40.775349
-73.994912,40.724928
-73.95894,40.719464
-73.941933,40.787163
-73.985754,40.744897
-73.94692,40.772251
-73.97219599999998,40.762474
-73.981554,40.722147
0.0,0.0
-74.00238199999998,40.760519
-73.990223,40.767578
-73.98219299999998,40.747631
-73.945019,40.723303
-73.99270199999998,40.751181
-73.95515799999998,40.769234
-73.954901,40.788381
-73.57022499999998,40.779776
-73.975121,40.787791
-74.00037,40.727311
-73.98938699999998,40.739142
-73.782469,40.648842
-74.004653,40.746363
-74.000938,40.721452
-73.95435399999998,40.774219
-73.951848,40.773501
-73.974805,40.753605
-73.98034,40.742472
-73.991225,40.747456
-73.96724299999998,40.766987
-73.913489,40.74554
-73.99436199999998,40.760763
-73.948628,40.803606
-74.01657299999998,40.710367
-73.98297499999998,40.784291
-73.95234999999998,40.772873
-74.01686999999998,40.707598
-73.98822099999998,40.734636
-73.987683,40.735559
0.0,0.0
-73.985518,40.702431
-74.000094,40.71421
-73.96763699999998,40.75968
-73.993241,40.748666
-73.98350999999998,40.781179
-73.95227699999998,40.769748
-73.995545,40.733937
-73.96590299999998,40.753023
-73.97096399999998,40.751408
-73.96438999999998,40.775702
-73.984184,40.739934
-73.95841299999998,40.768852
-73.982535,40.724748
-73.89587799999998,40.741852
-73.95618399999998,40.772146
-73.99310599999998,40.731691
-73.983418,40.726272
-73.94728,40.777375
-73.970172,40.789358
-73.986413,40.722231
-73.97462799999998,40.733152
-73.987914,40.765488
-73.975577,40.607299
-73.973668,40.748909
-73.95058899999998,40.78337
-73.97790999999998,40.778872
-73.96964599999998,40.761227
-73.980035,40.775052
-73.96231199999998,40.681605
-73.996001,40.682283
-73.99148499999998,40.744927
-74.001401,40.74738
-73.940616,40.718511
-73.94119999999998,40.789233
-74.007107,40.707182
-73.96082699999998,40.761582
-73.95617199999998,40.772747
-73.966102,40.761745
-73.99172699999998,40.72736
-73.971822,40.792252
-73.996114,40.690986
-73.94808299999998,40.770667
-74.011936,40.715001
-73.983472,40.727801
-73.997411,40.756405
-73.99257199999998,40.763678
-73.977787,40.725754
-73.99082099999998,40.738015
-73.982466,40.737899
-73.958206,40.770401
-73.95985799999998,40.781356
-73.982471,40.748527
-73.96781199999998,40.756933
-73.98841299999998,40.727581
-73.994819,40.750464
-73.97655299999998,40.762498
-73.936887,40.85508
-74.004867,40.741833
-73.98021699999998,40.780469
-73.99651299999998,40.690483
-74.00440399999998,40.742425
-73.95605,40.767613
-73.982173,40.756811
-74.004209,40.742406
-73.98188399999998,40.739149
-73.99665299999998,40.722195
-73.956665,40.771612
-73.907325,40.742598
-73.998169,40.71476
-73.970049,40.76047
-73.97502799999998,40.792405
-73.973133,40.746808
-73.94760499999998,40.810303
-73.982113,40.740225
-73.96171699999998,40.771814
-73.952955,40.75818
-73.96205399999998,40.775465
-73.987601,40.669795
-73.98381399999998,40.775386
-73.973067,40.650996
-74.00227499999998,40.731388
-73.979754,40.746929
-74.00891199999998,40.73046
-74.016588,40.706202
-73.976904,40.752256
-73.96209899999998,40.767724
-73.975139,40.761383
-73.958895,40.814151
-73.97726199999998,40.755334
-73.997,40.722513
-73.985371,40.74463
-73.983703,40.738974
-73.987407,40.72017
-74.005712,40.745229
-73.98819299999998,40.747578
-73.98861999999998,40.736641
-74.005736,40.748632
-73.978057,40.745641
-73.977357,40.786191
-73.964556,40.772929
-73.970791,40.753797
-73.958931,40.775074
-73.96325199999998,40.694599
-73.974331,40.674842
-73.952534,40.776385
-73.991315,40.73102
-73.95539499999998,40.768583
-73.98729899999998,40.74549
-73.992878,40.693432
-73.976742,40.788443
-73.99365,40.762032
-73.98074099999998,40.769758
-73.99124399999998,40.740083
-73.991608,40.715224
-73.992379,40.749558
-74.003451,40.753729
-73.983422,40.730123
-73.982427,40.751704
-74.002854,40.720888
-73.96408499999998,40.756895
-73.982391,40.774738
-74.033558,40.741341
-73.976072,40.748909
-73.973374,40.748333
-73.994972,40.759653
-73.98345299999998,40.781116
-73.972813,40.736748
-73.957504,40.782859
-74.029385,40.627475
-73.987136,40.749568
-73.991816,40.722333
-73.957711,40.805517
-73.96788599999998,40.755474
-73.999285,40.734142
-73.95670099999998,40.744732
-73.97801099999998,40.748131
-73.99002199999998,40.751123
-73.97018699999998,40.76445
-73.98289699999998,40.781714
-73.99464399999998,40.760682
-73.96876399999998,40.801155
-74.00779699999998,40.732057
-74.00606299999998,40.740294
-73.950306,40.772271
0.0,0.0
-73.99006199999998,40.756312
-73.995208,40.725038
-73.947365,40.713508
-74.009984,40.734559
0.0,0.0
-73.99140199999998,40.745255
-73.995214,40.746315
-73.95885,40.781055
-73.988217,40.764687
-73.920687,40.830253
-74.003967,40.707876
-73.999161,40.722423
-73.903767,40.8467
-73.98669099999998,40.734167
-74.007529,40.746746
-73.94862999999998,40.789089
-73.95087499999998,40.785789
-73.985189,40.764243
-73.992438,40.749479
-73.954555,40.716845
-73.961408,40.711311
-73.993066,40.722443
-73.99437399999998,40.719812
-73.946972,40.828342
-74.002778,40.760672
-73.97047999999998,40.758952
-73.988832,40.757555
-73.98110699999998,40.729373
-73.915976,40.879629
-73.99629899999998,40.732229
-73.973873,40.786375
-74.004543,40.751875
-73.994157,40.73533
-73.952966,40.805987
-73.99270099999998,40.749143
-73.98992599999998,40.749107
-73.962148,40.778853
-73.92657699999998,40.669605
-74.009113,40.716127
-73.952752,40.782592
-73.957807,40.716984
-74.005941,40.733864
-73.926311,40.691848
-74.00386399999998,40.747589
-73.946071,40.777222
-73.96935,40.788711
-73.98145499999998,40.780971
-73.963795,40.773616
-74.002153,40.734724
-73.994378,40.745227
-73.98057699999998,40.760392
-73.97189,40.794876
-73.96035899999998,40.768722
-73.99714,40.747044
-73.992575,40.757344
-73.975127,40.79252
-73.963263,40.755711
-73.98698,40.76615
-73.972701,40.756409
-73.954052,40.778534
-73.993255,40.731703
-74.003887,40.742911
-73.966446,40.79582
-73.979022,40.772258
-74.00264699999998,40.722422
-73.990094,40.767201
-73.963672,40.768025
-73.990385,40.761747
-73.955078,40.779181
-73.967707,40.76309
0.0,0.0
-73.979892,40.682028
-73.956125,40.746068
-73.97887,40.745183
-73.99581999999998,40.723393
-73.977028,40.764821
-73.963598,40.765793
0.0,0.0
-73.997772,40.721788
-73.967304,40.766598
-73.99280799999998,40.698109
-73.96671399999998,40.691936
-73.99259,40.696386
-73.96593,40.748552
-73.996187,40.722068
-73.849162,40.722543
-74.00336199999998,40.74645
-74.005459,40.715079
-74.00037399999998,40.742756
-73.961044,40.759288
-73.985686,40.769458
-73.892425,40.721614
-73.947546,40.77779
-73.992495,40.714154
-74.00024899999998,40.738965
-73.947564,40.780506
-73.96426499999998,40.793968
-74.00538299999998,40.737083
-73.951346,40.688709
-73.972357,40.679322
-74.01675,40.708996
-73.95930699999998,40.759445
-73.967652,40.648033
-73.97233,40.75414
-73.962485,40.794929
-73.947293,40.780067
-74.002131,40.739625
-73.99468199999998,40.724973
-74.03463,40.737989
-73.987443,40.72866
-73.99762599999998,40.72138
0.0,0.0
-74.00940099999998,40.737569
-73.99682,40.733253
-73.95159599999998,40.769887
-73.990718,40.719415
-73.97593999999998,40.744467
-73.9833,40.726742
-73.979031,40.752763
-73.955962,40.745866
-73.99767199999998,40.678776
-73.96768199999998,40.758013
0.0,0.0
-73.95800199999998,40.800817
-73.984656,40.767604
-73.94684499999998,40.788409
-73.948558,40.714144
-73.948852,40.787611
-73.98703399999998,40.729643
-74.003777,40.729384
-73.952883,40.746402
-73.954932,40.670881
-73.96220099999998,40.720701
-73.96145199999998,40.760262
0.0,0.0
-73.951503,40.779617
-73.98938099999998,40.762934
-73.978295,40.783245
-73.93932499999998,40.825915
-73.962546,40.763884
-73.98379699999998,40.739004
-73.95482199999998,40.805222
-74.01403899999998,40.702141
-73.97738699999998,40.786139
-73.992553,40.7526
-73.988319,40.774899
-73.94043399999998,40.749577
-73.94629999999998,40.775727
-73.94956,40.773635
-73.989812,40.734305
-73.972436,40.762568
-73.953629,40.785369
-73.996757,40.742748
-73.99497599999998,40.738278
-74.00476999999998,40.748028
-73.94395799999998,40.722363
-73.97311999999998,40.684834
-73.980237,40.753411
-73.97620399999998,40.747375
-73.97803899999998,40.763273
-73.965585,40.692057
-73.992202,40.725091
-73.952802,40.808172
-73.98768699999998,40.719851
-73.959832,40.776947
-73.978356,40.742587
-74.009427,40.724468
-73.994567,40.741681
-73.95261,40.773399
-73.887917,40.702439
-73.98411199999998,40.725397
-73.991766,40.77054
-73.947069,40.782557
-73.98024599999998,40.736689
-73.99893199999998,40.761075
-73.984769,40.769248
-73.991619,40.736853
-73.949872,40.779656
-74.004802,40.74952
-73.97721699999998,40.778405
-73.98427599999998,40.756629
-73.98081,40.725726
-73.978409,40.786359
-73.967923,40.762906
-73.87184,40.734212
-73.97635599999998,40.748354
-73.983693,40.770939
-73.979066,40.752701
-74.00837199999998,40.721018
-74.009693,40.714965
-74.00064,40.747938
-73.951817,40.773402
-73.960114,40.815742
-73.972375,40.745033
-73.97805599999998,40.745904
-73.99880299999998,40.761015
-73.959266,40.811041
-73.885738,40.74959
-73.96615,40.758274
-73.982622,40.674153
-73.971513,40.789614
-73.98152399999998,40.667075
-73.955201,40.8047
-73.921598,40.743724
-73.95201299999998,40.773028
-73.96749199999998,40.711148
-73.974393,40.793807
-73.95735399999998,40.77161
-73.95063,40.761176
-73.945599,40.775256
-73.91497699999998,40.766066
-73.970895,40.799263
-73.957925,40.759679
-74.001839,40.745939
-73.93801899999998,40.816206
-73.94538,40.812996
-73.979814,40.7327
-74.01071299999998,40.722148
-73.927645,40.860929
-73.99822899999998,40.740024
-73.98524,40.776659
-73.974242,40.795778
-73.999249,40.726351
-73.952437,40.766346
-73.979427,40.750345
-73.956198,40.803268
-73.970026,40.799651
-73.971964,40.784533
-73.978769,40.757122
-73.972733,40.744836
-74.01654,40.716593
-73.95246,40.786866
-74.002373,40.733611
-74.005555,40.736913
-73.97955299999998,40.742952
-73.976166,40.760469
-73.99681599999998,40.725735
-73.949816,40.773643
-73.986777,40.750327
-73.96081599999998,40.77807
-73.981229,40.740495
-74.006521,40.735747
-73.98786,40.732678
-73.979888,40.781223
-73.99167699999998,40.750247
-73.997027,40.747383
-73.96382699999998,40.77446
-73.991521,40.750335
-74.012561,40.704124
-73.98121999999998,40.77335
-73.776303,40.645438
-73.96653999999998,40.769672
-73.972781,40.760024
-73.98452399999998,40.730407
-73.947432,40.780335
-73.99118799999998,40.74873
-73.963111,40.710236
-73.98901499999998,40.747792
-73.978423,40.752399
-73.97956499999998,40.733136
-74.0,40.719195
-73.962055,40.715801
-73.987256,40.725243
-73.97719999999998,40.758203
-73.950843,40.783148
-73.99036599999998,40.730907
-73.963947,40.807905
-73.951482,40.766065
-73.99167199999998,40.752243
-73.981364,40.748107
-73.97718999999998,40.776645
-73.987407,40.742937
-73.97130099999998,40.761814
-74.00707099999998,40.711056
-73.99181299999998,40.748936
-73.98102799999998,40.774638
-73.975559,40.75497
-73.98783799999998,40.738775
-73.96307299999998,40.769414
-73.975436,40.621327
-73.990724,40.702941
-74.00353099999998,40.741679
-73.98650999999998,40.726475
-73.97478599999998,40.761133
-73.986754,40.757749
-73.98914399999998,40.726732
-73.987677,40.738638
-73.98696099999998,40.742231
-74.004536,40.730569
-74.005077,40.735614
-73.99212199999998,40.737492
-73.982285,40.775807
-73.961678,40.798736
-73.976093,40.751705
-73.991882,40.735217
-73.99204799999998,40.744269
-73.972683,40.669735
-73.96370799999998,40.770913
-73.982443,40.755683
-73.98173699999998,40.773626
-73.94772399999998,40.779537
-74.009759,40.705774
-73.954167,40.766898
-73.982408,40.772884
0.0,0.0
-73.98379199999998,40.733826
-73.984043,40.736666
-73.938269,40.81181
-73.95054,40.770138
-73.98347099999998,40.723604
-73.976895,40.747239
-73.960543,40.762974
-73.96622399999998,40.804599
-73.954966,40.769133
-73.98171,40.741154
-73.98869899999998,40.736879
-73.972227,40.747327
-73.99569099999998,40.721415
-73.980079,40.749095
-73.97791999999998,40.754042
-73.982197,40.675481
-73.988774,40.744312
-73.987896,40.721112
-73.99177299999998,40.758802
-73.961546,40.71926
-73.956665,40.771653
-74.002683,40.71707
-73.96397299999998,40.758811
-73.961355,40.764261
-73.99601099999998,40.721622
-73.959185,40.718563
-73.98742799999998,40.76862
-73.99070299999998,40.736758
-73.98715199999998,40.732359
-73.979932,40.754722
-73.97543299999998,40.790496
-73.981798,40.728512
-73.97176899999998,40.787142
-74.007165,40.740877
-73.99383299999998,40.69388
-73.98544599999998,40.752138
-73.98726499999998,40.738971
-73.972948,40.786178
-73.98144,40.784679
-74.016012,40.7153
-73.98089799999998,40.747296
-73.965839,40.793172
-73.989345,40.758277
-73.95740499999998,40.771823
-73.972711,40.762483
-74.010284,40.70346
-73.939372,40.851238
-73.98064499999998,40.741988
-74.014773,40.709879
-73.990086,40.756345
-73.98403999999998,40.74416
-73.952538,40.768915
-73.981207,40.774139
-73.950978,40.676186
-73.93123799999998,40.765061
-73.98102,40.744447
-74.006781,40.719033
-73.955447,40.819364
-73.972857,40.748388
-73.997353,40.756383
-73.987201,40.721179
-73.987279,40.73337
-73.972254,40.763078
-73.997051,40.732556
-73.932212,40.795098
-73.969372,40.676948
-73.994675,40.72684
-73.994855,40.745874
-73.94634499999998,40.62198
-73.97989699999998,40.761309
-73.95474199999998,40.767478
-74.010395,40.722267
-73.976257,40.790795
-74.00388599999998,40.7516
-73.986783,40.733578
-73.99514999999998,40.749913
-73.963853,40.768265
-73.997991,40.730071
-73.991271,40.750395
-73.978634,40.765009
-73.96653999999998,40.770222
-73.954267,40.778117
-73.945751,40.77276
-73.965762,40.805917
-73.981593,40.721253
-73.994775,40.750303
-73.992715,40.748542
-73.95087599999998,40.775706
-73.99949599999998,40.739415
-73.967661,40.771657
-73.958135,40.77371
-73.984533,40.75967
-73.990674,40.751273
-73.98629699999998,40.740267
-73.998254,40.756583
-73.97690699999998,40.790305
-73.98426499999998,40.752502
-73.973506,40.754169
-74.00541599999998,40.739602
-73.955639,40.78514
-73.947207,40.775583
-73.988577,40.774929
-73.987317,40.779316
-73.94204,40.817778
0.0,0.0
-73.871241,40.774203
-73.95110599999998,40.769092
-74.00668299999998,40.713708
-73.980479,40.743459
-73.98281199999998,40.722848
-73.99192499999998,40.759827
-73.949725,40.71329
-73.990525,40.750706
-74.00982899999998,40.737667
-73.99100799999998,40.717338
-73.94620999999998,40.773917
-73.981893,40.762405
-73.96767699999998,40.696077
-73.95058299999998,40.808243
-74.00808,40.707348
-73.97398599999998,40.752033
-74.002571,40.746984
-73.983068,40.761782
-73.99393999999998,40.758884
-73.997077,40.684688
-73.98125,40.736387
-73.94589999999998,40.776708
-73.963505,40.761764
-73.976498,40.755603
-73.954496,40.672483
0.0,0.0
-73.984909,40.748144
-73.98474,40.739542
-73.955297,40.767463
-74.014488,40.718022
-73.990379,40.724791
-73.95434199999998,40.77016
-73.979937,40.737745
-73.86211199999998,40.683158
-74.060681,40.737237
-73.964392,40.673868
-73.96889299999998,40.785892
-73.95533399999998,40.720064
-73.962726,40.762446
-73.998548,40.745333
-73.990905,40.751187
-74.00033999999998,40.742725
-73.939392,40.816058
-73.944952,40.80255
-73.995745,40.738995
-74.004722,40.741583
-73.95309,40.767884
-73.95145599999998,40.771627
-73.915857,40.781852
-73.972581,40.79581
-73.97315999999998,40.797867
-73.948935,40.711373
-74.00747699999998,40.740443
-73.960712,40.764181
-73.95479899999998,40.76963
-73.990707,40.758702
-73.99394599999998,40.745875
-73.914477,40.763239
-74.00279899999998,40.730218
-73.990162,40.684258
-73.957167,40.774452
-73.99117099999998,40.750646
-73.993941,40.765659
-73.98556999999998,40.743083
-73.988196,40.73833
-74.00360499999998,40.7367
-73.951355,40.772758
-74.010928,40.722935
-73.949923,40.67627
-74.00389,40.737566
-73.988152,40.722707
-73.993392,40.722253
-73.959722,40.762921
-74.00404399999998,40.742367
-73.991904,40.74498
-73.946234,40.715807
-73.979177,40.729981
-73.981691,40.739189
-73.971795,40.760016
-73.98540099999998,40.767933
-73.996115,40.760874
-73.966227,40.758814
-73.961208,40.774073
-73.96905499999998,40.754788
-74.011162,40.713269
-73.984841,40.759239
-73.97162299999998,40.755271
-73.991476,40.69767
-73.992957,40.74266
-73.976421,40.782303
-73.988298,40.769544
-73.98381399999998,40.75888
-73.990055,40.719001
-73.79586299999998,40.764778
-73.92950999999998,40.681046
-74.00717,40.707665
-73.980974,40.784476
-73.98373599999998,40.766174
-73.983275,40.723644
-73.994157,40.728618
-73.98797899999998,40.716294
-73.96735599999998,40.757539
-73.97226499999998,40.747276
-73.981533,40.781057
-73.95397199999998,40.775172
-73.983558,40.729977
-73.985403,40.737276
-73.992214,40.743487
-73.97503299999998,40.741669
-73.971783,40.759616
-74.007689,40.737553
-73.958143,40.676415
-73.941528,40.724301
-73.97981299999998,40.735418
-73.98218199999998,40.765549
-73.971185,40.752826
-73.951108,40.723711
-73.94981,40.727294
-74.00349799999998,40.740199
-73.97882199999998,40.724297
-73.911466,40.775548
-73.97799999999998,40.777135
-73.990637,40.702967
-73.969363,40.785391
0.0,0.0
-73.96221199999998,40.713005
-74.002387,40.746959
-73.98222099999998,40.686994
-73.979161,40.776896
-73.985224,40.738908
-73.965912,40.765455
-73.99362399999998,40.732562
-73.942718,40.793728
-73.99252099999998,40.7495
-73.993131,40.767785
-73.983878,40.76037
-73.979062,40.776637
-73.954176,40.775517
-73.978801,40.762498
-73.96175499999998,40.70982
-74.00254599999998,40.726322
-73.976355,40.79453
-73.98366,40.761698
-73.969167,40.758488
